post_id,text,post_text,shared_text,time,timestamp,image,image_lowquality,images,images_description,images_lowquality,images_lowquality_description,video,video_duration_seconds,video_height,video_id,video_quality,video_size_MB,video_thumbnail,video_watches,video_width,likes,comments,shares,post_url,link,links,user_id,username,user_url,is_live,factcheck,shared_post_id,shared_time,shared_user_id,shared_username,shared_post_url,available,comments_full,reactors,w3_fb_url,reactions,reaction_count,with,page_id,sharers,image_id,image_ids,was_live,fetched_time,header
430656518800944,"🥚🥚Attention all egg lovers! 🥚🥚

We have a special game just for you! How to win? It’s very simple, just stop the egg within the blank space. It is as easy as it sounds. Here are the terms and conditions. 🥳🥳🥳

1. Both the Eggs must be stopped within the blank space. No cheating!

2. Take a screen shot and show it to our staffs to claim your free Onsen egg or Ajitsuki tamago

3. Only 1 redemption per screenshot and only available for in-store purchases

4. Redemption will only be applicable with a minimum purchase of 1 Don

5. This promotion will last from 14 Feb 2022 to 21 Feb 2022! So, hurry down and play our game to win your free egg on us! 🤤🤤🤤

Oh and bring your Valentine’s date too 😉

*Available at both our Marine Parade and Punggol store*","🥚🥚Attention all egg lovers! 🥚🥚

We have a special game just for you! How to win? It’s very simple, just stop the egg within the blank space. It is as easy as it sounds. Here are the terms and conditions. 🥳🥳🥳

1. Both the Eggs must be stopped within the blank space. No cheating!

2. Take a screen shot and show it to our staffs to claim your free Onsen egg or Ajitsuki tamago

3. Only 1 redemption per screenshot and only available for in-store purchases

4. Redemption will only be applicable with a minimum purchase of 1 Don

5. This promotion will last from 14 Feb 2022 to 21 Feb 2022! So, hurry down and play our game to win your free egg on us! 🤤🤤🤤

Oh and bring your Valentine’s date too 😉

*Available at both our Marine Parade and Punggol store*",,2022-02-12 14:14:07,,,https://scontent-xsp1-3.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/p320x320/273836562_361580608863752_2839672167090772353_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=ccf8b3&efg=eyJpIjoidCJ9&_nc_ohc=Lw45Fo-9-3oAX-Gxryf&tn=ZfuKx3mxNFOj22en&_nc_ht=scontent-xsp1-3.xx&oh=00_AT_FbSaUtHGtfFTlQdklk4VXJ7f7qHLY6Fkeze3_IC5tAQ&oe=620DA451,[],[],['https://scontent-xsp1-3.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/p320x320/273836562_361580608863752_2839672167090772353_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=ccf8b3&efg=eyJpIjoidCJ9&_nc_ohc=Lw45Fo-9-3oAX-Gxryf&tn=ZfuKx3mxNFOj22en&_nc_ht=scontent-xsp1-3.xx&oh=00_AT_FbSaUtHGtfFTlQdklk4VXJ7f7qHLY6Fkeze3_IC5tAQ&oe=620DA451'],[None],https://video-xsp1-3.xx.fbcdn.net/v/t42.1790-2/273620121_465144925156479_2021741457626739416_n.mp4?_nc_cat=109&ccb=1-5&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=2BdgbWdD8AAAX9RGJg-&tn=ZfuKx3mxNFOj22en&_nc_rml=0&_nc_ht=video-xsp1-3.xx&oh=00_AT-K5HZeazGRmlMMMge4P9YrJKZC2BN8LGib8Y-qbHTK8A&oe=6207EA41,,,317330153774607,,,https://scontent-xsp1-3.xx.fbcdn.net/v/t15.5256-10/cp0/e15/q65/p320x320/273836562_361580608863752_2839672167090772353_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=ccf8b3&efg=eyJpIjoidCJ9&_nc_ohc=Lw45Fo-9-3oAX-Gxryf&tn=ZfuKx3mxNFOj22en&_nc_ht=scontent-xsp1-3.xx&oh=00_AT_FbSaUtHGtfFTlQdklk4VXJ7f7qHLY6Fkeze3_IC5tAQ&oe=620DA451,,,2,0,1,https://facebook.com/fukudonsg/posts/430656518800944,,"[{'link': '/story.php?story_fbid=430656518800944&id=100762711790328', 'text': 'More'}]",100762711790328,Fukudon,https://facebook.com/fukudonsg/?__tn__=C-R,False,,,,,,,True,[],[],https://www.facebook.com/fukudonsg/posts/430656518800944,{'like': 2},2,,100762711790328,,,[],False,2022-02-12 22:14:11.704924,
427687089097887,"Let us bring you behind the scenes and show you what happens when we prepare our Beef Sukiyaki Short Plate Don! All our dons are freshly prepared upon order to ensure that every bowl has the same consistency and taste! 🤤🤤🤤

Step 1: We will place our short plate into our sukiyaki base to cook, whilst the chef prepares the soften onions on the pan!

Step 2: Once the sukiyaki beef is cooked to perfection we mix the onions together to create a mixture of sweet and soft textures and flavours.

Step 3: We will first start with overlaying the rice with the beef and onions.

Step 4: Last but not least before serving, we will crack one Onsen egg over the bowl to give the bowl a creamy and silky texture to the don! We will drizzle the dons with our homemade sauce followed by garnishing with furikake and freshly chopped Green onions!

At Fúkudon, we take pride in providing a hearty and well prepared don while not losing out on quality and taste! Just like home cooked food, it will leave your tummies and hearts satisfied! Come down to any of our stores to try our Beef Sukiyaki Short Plate Don now! 🥳🥳🥳","Let us bring you behind the scenes and show you what happens when we prepare our Beef Sukiyaki Short Plate Don! All our dons are freshly prepared upon order to ensure that every bowl has the same consistency and taste! 🤤🤤🤤

Step 1: We will place our short plate into our sukiyaki base to cook, whilst the chef prepares the soften onions on the pan!

Step 2: Once the sukiyaki beef is cooked to perfection we mix the onions together to create a mixture of sweet and soft textures and flavours.

Step 3: We will first start with overlaying the rice with the beef and onions.

Step 4: Last but not least before serving, we will crack one Onsen egg over the bowl to give the bowl a creamy and silky texture to the don! We will drizzle the dons with our homemade sauce followed by garnishing with furikake and freshly chopped Green onions!

At Fúkudon, we take pride in providing a hearty and well prepared don while not losing out on quality and taste! Just like home cooked food, it will leave your tummies and hearts satisfied! Come down to any of our stores to try our Beef Sukiyaki Short Plate Don now! 🥳🥳🥳",,2022-02-07 15:20:00,,https://scontent-xsp1-2.xx.fbcdn.net/v/t39.30808-6/fr/cp0/e15/q65/273513098_427687005764562_5150356674819795746_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=u2PC3hkceUUAX9E9yPj&_nc_oc=AQmYEMjBQoMnEMu5Gm6tdrBQAQv5gxedr79w6bkts1gs4RbRFAjbt3PbsqpTtvsyr6c&_nc_ht=scontent-xsp1-2.xx&oh=00_AT9lCia5CY5pFY50yPUk36WuMnLCQtvWrsr_r0dlFFeqCw&oe=620DA680,https://scontent-xsp1-2.xx.fbcdn.net/v/t39.30808-6/cp0/e15/q65/p320x320/273513098_427687005764562_5150356674819795746_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=u2PC3hkceUUAX9E9yPj&_nc_oc=AQmYEMjBQoMnEMu5Gm6tdrBQAQv5gxedr79w6bkts1gs4RbRFAjbt3PbsqpTtvsyr6c&_nc_ht=scontent-xsp1-2.xx&oh=00_AT8Bqg_rlmM_Z4_QxE2n9c_3SRbflQzb4WCRYOUz3iyxQg&oe=620BCE4B,"['https://scontent-xsp1-2.xx.fbcdn.net/v/t39.30808-6/fr/cp0/e15/q65/273513098_427687005764562_5150356674819795746_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=u2PC3hkceUUAX9E9yPj&_nc_oc=AQmYEMjBQoMnEMu5Gm6tdrBQAQv5gxedr79w6bkts1gs4RbRFAjbt3PbsqpTtvsyr6c&_nc_ht=scontent-xsp1-2.xx&oh=00_AT9lCia5CY5pFY50yPUk36WuMnLCQtvWrsr_r0dlFFeqCw&oe=620DA680', 'https://scontent-xsp1-1.xx.fbcdn.net/v/t39.30808-6/fr/cp0/e15/q65/273554500_427687002431229_4427643681648798447_n.jpg?_nc_cat=108&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=GizDVxI8rCsAX91akNE&_nc_ht=scontent-xsp1-1.xx&oh=00_AT_RheXQYujVv7NyKCj8WkiLi05Yx7luwIMUoapMbA2sMg&oe=620BFE01', 'https://scontent-xsp1-3.xx.fbcdn.net/v/t39.30808-6/fr/cp0/e15/q65/273119751_427686995764563_3258156930636817383_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=0mI-fNJvN6EAX_dbLLV&_nc_ht=scontent-xsp1-3.xx&oh=00_AT82frYkzy2PqiSdWfkWntyfM5x4KjGyW6TnRvESpx1CPw&oe=620D0962', 'https://scontent-xsp1-3.xx.fbcdn.net/v/t39.30808-6/fr/cp0/e15/q65/273449925_427686999097896_8249034530176842201_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=DGCBcgLQ_Y0AX98M2ft&_nc_ht=scontent-xsp1-3.xx&oh=00_AT9fG8vUQBPgdjnoBt4Y24g9bjytwipXauJYoDUvQeLEow&oe=620BE125', 'https://scontent-xsp1-2.xx.fbcdn.net/v/t39.30808-6/fr/cp0/e15/q65/273527343_427687009097895_4291538687662570282_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=5tVLmbBhT1AAX97mrS8&tn=ZfuKx3mxNFOj22en&_nc_ht=scontent-xsp1-2.xx&oh=00_AT_u4cjns0mrmTAUANBBHc97dqe7lnUGg_8xvqyAfbSOkw&oe=620C4EC2']","[""May be an image of food and text that says 'PREPARATION OF SUKIYAKI BEEF SHORT PLATE PLATING OF THE BEEF SHORT PLATE PLATING OF THE GLAZED ONIONS DASIAN f @FUKUDONSG OUTLETS E_EE#201210'"", 'May be an image of 1 person, food and text', 'May be an image of 1 person, food and text', 'May be an image of food and text', 'May be an image of food and text']","['https://scontent-xsp1-2.xx.fbcdn.net/v/t39.30808-6/cp0/e15/q65/p320x320/273513098_427687005764562_5150356674819795746_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=u2PC3hkceUUAX9E9yPj&_nc_oc=AQmYEMjBQoMnEMu5Gm6tdrBQAQv5gxedr79w6bkts1gs4RbRFAjbt3PbsqpTtvsyr6c&_nc_ht=scontent-xsp1-2.xx&oh=00_AT8Bqg_rlmM_Z4_QxE2n9c_3SRbflQzb4WCRYOUz3iyxQg&oe=620BCE4B', 'https://scontent-xsp1-1.xx.fbcdn.net/v/t39.30808-6/cp0/e15/q65/p110x80/273554500_427687002431229_4427643681648798447_n.jpg?_nc_cat=108&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=GizDVxI8rCsAX91akNE&_nc_ht=scontent-xsp1-1.xx&oh=00_AT-MAE7tQizC4tF1e_ALybnYdczkDMX-SbjFaAvOnxW1ag&oe=620C8B0B', 'https://scontent-xsp1-3.xx.fbcdn.net/v/t39.30808-6/cp0/e15/q65/p110x80/273119751_427686995764563_3258156930636817383_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=0mI-fNJvN6EAX_dbLLV&_nc_ht=scontent-xsp1-3.xx&oh=00_AT8DVrb9MHXdgpgUwfQrhVaCwE3qkfiHj_c26JUfwopP3Q&oe=620C39EC', 'https://scontent-xsp1-3.xx.fbcdn.net/v/t39.30808-6/cp0/e15/q65/p110x80/273449925_427686999097896_8249034530176842201_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=DGCBcgLQ_Y0AX98M2ft&_nc_ht=scontent-xsp1-3.xx&oh=00_AT95k-hlLeB2a5BcPN4UIl33I7a6nJ-k9Iyh2iu63IWCvA&oe=620C27EF']","[""May be an image of food and text that says 'PREPARATION OF SUKIYAKI BEEF SHORT PLATE PLATING OF THE BEEF SHORT PLATE PLATING OF THE GLAZED ONIONS DASIAN f @FUKUDONSG OUTLETS E_EE#201210'"", 'May be an image of 1 person, food and text', 'May be an image of 1 person, food and text', 'May be an image of food and text']",,,,,,,,,,16,0,8,https://facebook.com/fukudonsg/posts/427687089097887,,"[{'link': '/story.php?story_fbid=427687089097887&id=100762711790328', 'text': 'More'}, {'link': '/story.php?story_fbid=427687089097887&id=100762711790328&_ft_=mf_story_key.427687089097887%3Atop_level_post_id.427687089097887%3Atl_objid.427687089097887%3Acontent_owner_id_new.100762711790328%3Athrowback_story_fbid.427687089097887%3Apage_id.100762711790328%3Aphoto_attachments_list.%5B427687025764560%2C427687022431227%2C427687012431228%2C427687015764561%5D%3Astory_location.4%3Astory_attachment_style.album%3Atagged_locations.100762711790328%3Aott.AX_9yTsL3qIfvk58%3Atds_flgs.3&__tn__=%2C%3B', 'text': 'More'}]",100762711790328,Fukudon,https://facebook.com/fukudonsg/?__tn__=C-R,False,,,,,,,True,[],[],https://www.facebook.com/fukudonsg/posts/427687089097887,"{'like': 16, 'love': 1}",17,"[{'name': 'Fukudon', 'link': '/fukudonsg/?__tn__=C-R'}]",100762711790328,,,[],False,2022-02-12 22:14:20.235695,Fukudon is at Fukudon.
425210366012226,"🐯新年快乐 恭喜发财🍊

From all of us at Fúkudon, we wish you a prosperous and roarsome year ahead! 🧧","🐯新年快乐 恭喜发财🍊

From all of us at Fúkudon, we wish you a prosperous and roarsome year ahead! 🧧",,2022-02-03 11:24:00,,https://scontent-xsp1-2.xx.fbcdn.net/v/t39.30808-6/fr/cp0/e15/q65/273150618_425210332678896_3601102996879122664_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=aYtinjFp0n8AX-5_eh5&_nc_ht=scontent-xsp1-2.xx&oh=00_AT8RR3UNo8GqvnrWWpaq9sxOyOmS7jZr88rpF1RNW9TqwQ&oe=620CEF5C,https://scontent-xsp1-2.xx.fbcdn.net/v/t39.30808-6/cp0/e15/q65/p320x320/273150618_425210332678896_3601102996879122664_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=aYtinjFp0n8AX-5_eh5&_nc_ht=scontent-xsp1-2.xx&oh=00_AT-KeGTLmB-cnPorADVIj6rsKXD1-Vlb2xiWB_pdlkVfMQ&oe=620BBAEF,['https://scontent-xsp1-2.xx.fbcdn.net/v/t39.30808-6/fr/cp0/e15/q65/273150618_425210332678896_3601102996879122664_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=aYtinjFp0n8AX-5_eh5&_nc_ht=scontent-xsp1-2.xx&oh=00_AT8RR3UNo8GqvnrWWpaq9sxOyOmS7jZr88rpF1RNW9TqwQ&oe=620CEF5C'],"[""May be an image of food and text that says 'FÚKU DON FROM EVERYONE FUKUDON AT WISHING YOU ROARSOM ME LUNAR NEW YEAR'""]",['https://scontent-xsp1-2.xx.fbcdn.net/v/t39.30808-6/cp0/e15/q65/p320x320/273150618_425210332678896_3601102996879122664_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=aYtinjFp0n8AX-5_eh5&_nc_ht=scontent-xsp1-2.xx&oh=00_AT-KeGTLmB-cnPorADVIj6rsKXD1-Vlb2xiWB_pdlkVfMQ&oe=620BBAEF'],"[""May be an image of food and text that says 'FÚKU DON FROM EVERYONE FUKUDON AT WISHING YOU ROARSOM ME LUNAR NEW YEAR'""]",,,,,,,,,,9,0,4,https://facebook.com/fukudonsg/posts/425210366012226,,[],100762711790328,Fukudon,https://facebook.com/fukudonsg/?__tn__=C-R,False,,,,,,,True,[],[],https://www.facebook.com/fukudonsg/posts/425210366012226,{'like': 9},9,,100762711790328,,425210336012229,['425210336012229'],False,2022-02-12 22:14:22.483958,
421822059684390,"We’ve heard you! We are pleased to finally announce that both our Fúkudon stores are on GrabFood! 🥳🥳

Satisfy your cravings in the comfort of your own home. Order with us now via GrabFood! 📦🛵","We’ve heard you! We are pleased to finally announce that both our Fúkudon stores are on GrabFood! 🥳🥳

Satisfy your cravings in the comfort of your own home. Order with us now via GrabFood! 📦🛵",,2022-01-28 18:04:00,,https://scontent-xsp1-3.xx.fbcdn.net/v/t39.30808-6/fr/cp0/e15/q65/272888197_421822039684392_3602484710007702976_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=QkzPPYV4mu8AX9fJ2b4&_nc_ht=scontent-xsp1-3.xx&oh=00_AT8-LptEcqiOotUBb4Ev_h5jzm7kUhbJ4zd0eaDZ9QE38A&oe=620C01C4,https://scontent-xsp1-3.xx.fbcdn.net/v/t39.30808-6/cp0/e15/q65/p320x320/272888197_421822039684392_3602484710007702976_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=QkzPPYV4mu8AX9fJ2b4&_nc_ht=scontent-xsp1-3.xx&oh=00_AT9j-Hdg6g033LunbQiSoMn9w657Xr6NVwCGrr8fj0BoIA&oe=620C1037,['https://scontent-xsp1-3.xx.fbcdn.net/v/t39.30808-6/fr/cp0/e15/q65/272888197_421822039684392_3602484710007702976_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=QkzPPYV4mu8AX9fJ2b4&_nc_ht=scontent-xsp1-3.xx&oh=00_AT8-LptEcqiOotUBb4Ev_h5jzm7kUhbJ4zd0eaDZ9QE38A&oe=620C01C4'],['May be an image of text'],['https://scontent-xsp1-3.xx.fbcdn.net/v/t39.30808-6/cp0/e15/q65/p320x320/272888197_421822039684392_3602484710007702976_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=QkzPPYV4mu8AX9fJ2b4&_nc_ht=scontent-xsp1-3.xx&oh=00_AT9j-Hdg6g033LunbQiSoMn9w657Xr6NVwCGrr8fj0BoIA&oe=620C1037'],['May be an image of text'],,,,,,,,,,9,0,9,https://facebook.com/fukudonsg/posts/421822059684390,,[],100762711790328,Fukudon,https://facebook.com/fukudonsg/?__tn__=C-R,False,,,,,,,True,[],[],https://www.facebook.com/fukudonsg/posts/421822059684390,{'like': 9},9,"[{'name': 'Fukudon', 'link': '/fukudonsg/?__tn__=C-R'}]",100762711790328,,421822043017725,['421822043017725'],False,2022-02-12 22:14:24.586504,Fukudon is at Fukudon.
420517959814800,"🐯🧧 Let us usher in a Roarsome Lunar New Year this year with 2 special creations from Fúkudon!
Our favourite local dishes with a twist, the Chilli Crab Salmon Don & Salted Egg Chicken Karaage! 🥳

🌶Chili Crab Salmon Don 🦀
A Singapore dish we all know and love, a mixture of our homemade rempah and our seafood stock.
Not forgetting the balance between tomato ketchup and chilli sauce, this is definitely a classic flavour that you don’t want to miss! Did we mention that real crab meat is also used in this dish?
Paired with a refreshing salad, giving it an extra crunch to the donburi!

🥚Salted Egg Chicken Karaage🍗

We use locally sourced Salted Egg to dress our home-made Chicken Karaage, paired with the creaminess of the milk and a hint of spice from the chilli padi, a match made in heaven! We are sure it will leave you craving for more after the first bite!

Available exclusively at our Punggol outlet only.
Limited portions daily from 27th January (Thursday) onwards, so come on down to 660A Edgedale Plains to get it before it’s gone! 🔥

For pre-orders, you may contact us via Whatsapp at 87878755/ 96350148!📞","🐯🧧 Let us usher in a Roarsome Lunar New Year this year with 2 special creations from Fúkudon!
Our favourite local dishes with a twist, the Chilli Crab Salmon Don & Salted Egg Chicken Karaage! 🥳

🌶Chili Crab Salmon Don 🦀
A Singapore dish we all know and love, a mixture of our homemade rempah and our seafood stock.
Not forgetting the balance between tomato ketchup and chilli sauce, this is definitely a classic flavour that you don’t want to miss! Did we mention that real crab meat is also used in this dish?
Paired with a refreshing salad, giving it an extra crunch to the donburi!

🥚Salted Egg Chicken Karaage🍗

We use locally sourced Salted Egg to dress our home-made Chicken Karaage, paired with the creaminess of the milk and a hint of spice from the chilli padi, a match made in heaven! We are sure it will leave you craving for more after the first bite!

Available exclusively at our Punggol outlet only.
Limited portions daily from 27th January (Thursday) onwards, so come on down to 660A Edgedale Plains to get it before it’s gone! 🔥

For pre-orders, you may contact us via Whatsapp at 87878755/ 96350148!📞",,2022-01-26 13:37:00,,https://scontent-xsp1-2.xx.fbcdn.net/v/t39.30808-6/fr/cp0/e15/q65/272674927_420517899814806_6114640290731826246_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=GwmA0SNJtCgAX_bAn95&_nc_ht=scontent-xsp1-2.xx&oh=00_AT-sYYt7rUEidyTigwiTrDVpO6ycIE0Z2fPjB6OnpoTBdw&oe=620D71AF,https://scontent-xsp1-2.xx.fbcdn.net/v/t39.30808-6/cp0/e15/q65/p320x320/272674927_420517899814806_6114640290731826246_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=GwmA0SNJtCgAX_bAn95&_nc_ht=scontent-xsp1-2.xx&oh=00_AT_SDCIESZQVdYWhTEuXKzi-DbvUR-4-eYVKq8ZlNYcU5g&oe=620D725C,"['https://scontent-xsp1-2.xx.fbcdn.net/v/t39.30808-6/fr/cp0/e15/q65/272674927_420517899814806_6114640290731826246_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=GwmA0SNJtCgAX_bAn95&_nc_ht=scontent-xsp1-2.xx&oh=00_AT-sYYt7rUEidyTigwiTrDVpO6ycIE0Z2fPjB6OnpoTBdw&oe=620D71AF', 'https://scontent-xsp1-3.xx.fbcdn.net/v/t39.30808-6/fr/cp0/e15/q65/272670965_420517896481473_4460691547646152051_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=K0B0ho960D8AX8fd9JZ&_nc_ht=scontent-xsp1-3.xx&oh=00_AT-k4r9bmpfWZllS8TxBaZPc6uAPDoWzD8A-fIwRXweh9A&oe=620C1646', 'https://scontent-xsp1-3.xx.fbcdn.net/v/t39.30808-6/fr/cp0/e15/q65/272672632_420517903148139_2404342774358684684_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=B3Z-WfkruWIAX-PnPKV&tn=ZfuKx3mxNFOj22en&_nc_ht=scontent-xsp1-3.xx&oh=00_AT9-Rs7_qXBc59OYuPKFkJXnOfdjZr-TuXssR8mhrX0Gmw&oe=620BEDA3']","['May be an image of food and text', ""May be an image of text that says 'Waterway SUNDEW @FUKUDONSG'"", ""May be an image of food and text that says 'FÚKU DON f @FUKUDONSG'""]","['https://scontent-xsp1-2.xx.fbcdn.net/v/t39.30808-6/cp0/e15/q65/p320x320/272674927_420517899814806_6114640290731826246_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=GwmA0SNJtCgAX_bAn95&_nc_ht=scontent-xsp1-2.xx&oh=00_AT_SDCIESZQVdYWhTEuXKzi-DbvUR-4-eYVKq8ZlNYcU5g&oe=620D725C', 'https://scontent-xsp1-3.xx.fbcdn.net/v/t39.30808-6/cp0/e15/q65/p160x160/272670965_420517896481473_4460691547646152051_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=K0B0ho960D8AX8fd9JZ&_nc_ht=scontent-xsp1-3.xx&oh=00_AT-9AXM4PxGZpZHqX9L73ZJpoQ6oEriYSm9lqjelkl01HQ&oe=620DA7A8', 'https://scontent-xsp1-3.xx.fbcdn.net/v/t39.30808-6/cp0/e15/q65/p160x160/272672632_420517903148139_2404342774358684684_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=9e2e56&efg=eyJpIjoidCJ9&_nc_ohc=B3Z-WfkruWIAX-PnPKV&tn=ZfuKx3mxNFOj22en&_nc_ht=scontent-xsp1-3.xx&oh=00_AT8TEWJKQdyuqzRdkuL8Mi5oqhZOQbeWPXDGQ9BC-Ut_Iw&oe=620C5801']","['May be an image of food and text', ""May be an image of text that says 'Waterway SUNDEW @FUKUDONSG'"", ""May be an image of food and text that says 'FÚKU DON f @FUKUDONSG'""]",,,,,,,,,,4,0,3,https://facebook.com/fukudonsg/posts/420517959814800,,"[{'link': '/story.php?story_fbid=420517959814800&id=100762711790328', 'text': 'More'}, {'link': '/story.php?story_fbid=420517959814800&id=100762711790328&_ft_=mf_story_key.420517959814800%3Atop_level_post_id.420517959814800%3Atl_objid.420517959814800%3Acontent_owner_id_new.100762711790328%3Athrowback_story_fbid.420517959814800%3Apage_id.100762711790328%3Aphoto_attachments_list.%5B420517906481472%2C420517909814805%2C420517913148138%5D%3Astory_location.4%3Astory_attachment_style.album%3Aott.AX_py3eTJsgqe9EK%3Atds_flgs.3&__tn__=%2C%3B', 'text': 'More'}]",100762711790328,Fukudon,https://facebook.com/fukudonsg/?__tn__=C-R,False,,,,,,,True,[],[],https://www.facebook.com/fukudonsg/posts/420517959814800,{'like': 4},4,,100762711790328,,,[],False,2022-02-12 22:14:28.565764,
