w0
0wunagi toji
1w"tasty lok lok sticks deep fried version crispy even though takeaway salmon unagi portion good mentaiko fries also remain crispy time"
2wdefinitely purchase
3w"wanting try finally sons loved salmon much garlic pork belly awesome going back try rest menu im sure never disappointing leo alvin thanks bunch bro üëÄ soon"
4w"amazing find coffee shop serve different type bowls lokloksalmon mentai bowl good coffee shop standard lok lok fried well"
5w"ordered garlic pork belly rice bowl chose spicy option pork belly portion generous overall taste dish fantastic price friendly polite young owner well definitely back try rice bowls lok lok"
6w"lok lok tasty price reasonablestaff friendly wellwaiting time abit long thou"
7w"amazing salmon mentaiko donburi pleasantly surprised salmon well cooked still tender generous amount mentaiko sauce cooked salmon i‚Äôve tried hawkers normally cooked flakythe portion great well great bang buck would‚Äôve preferred slices vegetables bowl"
8w"came try friends love mentaiko salmon garlic pork mentaiko chicken food delicious it‚Äôs nice find adorable dons neighbourhood areas would love come try loklok next time üòä"
9w"nice foodfreshly donetaste orientation waiting time recommend anyone loves taste new style dish delicious freshly made"
10wtasty donburi great prices
11w"yummy rice bowl friendly stallholder"
12w"dropped get loklok garlic pork rice bowl crucial part loklok pairing sauce owners sticks n bowls great job worth visit return sure"
13w"awesome experience ordered girl„¢‚Ç¨‚Ñ¢s birthday owner superbly sweet food great ordered lok lok satay braised pork unagi delicious cheaper grabfood order direct highly recommended"
14wtasty food reasonable prices like sauce rice mentaiko „∞Â∏‚Äò‚ç„∞Â∏‚è‚º
15wfood good reasonable price staff friendly definitely going back
16wnice n shiokgd top ups meals light supper
17w"great affordable metaiko nice overpowering salmon mentaiko pleasantly surprised still taste salmon together mentaiko match made heaven usually hate mentaiko due strong taste highly recommend definitely give try loklok cheap nice perfect seasoning well"
