w0
26w"mentai salmon chicken katsu shown picture really mentai cooked salmon rice food appetising honestly rather pay much better quality mentai taste"
27w"unagi served like soggy porridge cmi know cook rice properly"
28w"cheaper version waa cow still prefer waa cow"
29w"food bad little salty tried spicy mentai salmon quite spicy expect wait due many delivery orders"
30w"unique store nbh area however price abit high side food portion small big eater prepare spend bomb"
31w"great value money would recommend getting side share eating pax"
32w"think novelty wearing queue days portion meat quite small think japanese rice using rice bowls worth second visit staying nearby"
33w"liked first gave shredded seaweed added bowl however halfway stopped providing feedback one enhances flavour instead taking constructively replied saying without food already delicious alright last order one customer lost"
34w"food nice serve slow waiting minute may think method increase yoyr speed🙏🙏"
35w"never bought anything visited placein light current news suggest make police report culprits brought justicein personal view clearly offence made read evidences gathered"
36wlike use chicken breast katsu
37w"ordered two friends different items came plastic bowls food dry middle eating hard masticate remaining meat rice due dryness would recommend adding complimentary soup patrons overrated feel"
38wfood disgusting salmon cooked badly served cold hard rice
39w"wait weekday afternoon food underwhelming wasnt cheap one would think price get better japanese restaurantwas expecting lot given hype generated mothership"
40wprice amount mentai given pretty much con location convenient
41wfood mediocre slightly overpriced
42wbad great mentai sauce
43w"portion small side price good get would suggest getting chicken salmon isn’t best quality"
44w"typical kopitam setup stall new drawing long queue lot youngsters nice japanese food kopitam pricing"
45wcheap coffeeshop food
46waight payijg mentaiko premium
47w"portion little price high side worth"
48wexpensive kopitiam
49wtranslated google pretty goodoriginal不错 蛮喜欢的
50w"bought sets chicken katsu curry sets come curry waste money would recommend anybody"
51w"bit ex hawker food niceive tried stuff frm mentaiko foodedit bought said onions bc young sister going eat still gave"
52w"expected salmon mentai goodbut stars ordered tamago mentai side tamago cold kinda ruined good inhouse mentai sauce top would good hot least give customers rg e optionthe gyoza really meh could anywhere"
53w"try today 😊 food bad honestly im mind blown hawker good mentaikio sauce wow one best punggol keep 😉 may business prosper"
54wtried mentaiya chicken fries tasted good generous saucerecommend try like mentaiko sauce
55wfood consistent standard poor service attitudechicken hard soft shell crab don’t even crab taste salmon hard sideand plus lousy service… haiz…
56w"terrible staff attitude courtesy inform item available went collect food end chose something like came home know rice properly cooked"
57wsure stars came place food service bad like really bad enough fam
58w"give half star could staff’s attitude darn bad food expensive wont recommend honest"
59w❤️🤤
60w"rejected order serve plate throw deep fried gyoza plastic container expect guests eat im customer eating stall shocking"
61wlong heard finally tried via delivery app rice generous person portion enough keep full spicy mentai isnt spicy flavour non spicy option gd try options next time
62w"tried salmon mentaiya great son liked took good good stall around area ordered tamago maki well ok nothing special gone tamago mentai bit special maybewill try next time another item menu serving time ok given buzzer minutes walk around area order ready"
63wordered grabfood self pick generous amount mentai sauce huge plus point mentai lovers also see piece chicken thick juicy thin layer chicken batter real chunky meat coated batter topped sauce filing portion lots rice
64wfan things mentaiko youll ridebut personally preferred soft shell crab curry something see usually fraction usual price point
65wsalmon mentai spicy chicken mentai spicy mentai soft shell crab tamago mentai yaki restaurant standard reasonable price
66w"heard eatery times generous portion decided try food bad portion really huge described would value money original version degree spiciness right spicy version like eating otah"
67w"affordable quality japanese food found sengkang coffeeshop prices less love mentaiko speciality mentaiko lovers pls try even fancy mentaiko available options good well friendly polite staffs would recommend try new updated menu soft shell crab mentaiko udon"
68w"value loads sauce waited portion size okayjust right go back"
69w"ordered chicken mentai spicy salmon tamago mentai portion decent gave way much mentai sauce understand singaporean kaisu everything also want mentai sauce overpowering scrap away price point complain mentai mayo mentai gelat"
70w"think mentaiko decently priced dishes tasted stall quite overpriced mentaiko top torched leaves strong raw taste mayonnaise dons pretty bad soft shell crab quite good"
71w"got worst salmon mentaiko ever tried life even entire singapore one piece miserably cooked salmon flour oil salmon topped bowl hard plain rice doused chemical sauce absolutely disgustingthe staff stall even clueless bring matter themnever coming back singapore’s disgusting salmon mentai yuck"
72w"tried times it’s consistent taste rice good stuff wet ain’t hard although could feel it’s drier side eat chicken spicy mentai it’s compliments like team try salmon next round"
73w"mentaiko lover always order mentaiko whenever anywhere mentaiko menu mentaiko mentai ya generous mentaiko sauce shown pic 👍🏻 don’t mind small portion salmon long got sauce 😆"
74wused like dons ordered grabfood today seems like mentaiko sauce’s standard dropped sauce ‘gelat’ lots mayonnaise slight mentaiko flavour rich umami taste mentaiko absent
75w"takeaway substandard katsu chicken curry watery curry soggy tasteless chicken"
76w"would given stars observing guy torching food hence one star taken away proper use food torch present blue flame yellow flame means gas fully oxidised hence may get onto food put stomach suppose healthy long run understand chain outlets perhaps mgmt could consider providing training chefs safety yr consumers"
77wfoods bad portion small enough small eater miso soup pickle quite expensive
78w"ate waterway outlet food service bad enough fam recommended try meisuke nearby instead"
79wbought chicken mentai fed hamster didnt like gave star tks
80wnever eaten im unethical business behavior yea better
81w"summary go highly unlikelyfirst rice super wet it’s almost like congee unagi super fishy taste indicating unagi fresh chicken “fried” tasteless salmon also quite meh tamago nice it’s clearly made themone easily buy ready cooked items donki put together blow torching prob get something betterfood priced slightly neighborhood restaurants food par hawker standards"
82w"rice soggy salmon slightly dry otherwise ok"
83w"service response really bad tried calling past wanted placed order collection later timing one pick call"
84w"tried food stay west try weekend"
85w"staying near area know eat try salmon"
86w"would understandable unable finish mentaiko cream"
87wjapanese rice served crispy chicken top
88wsalmon really tender still bad
89wgrilled salmon topped thick layer flame torch mentaiko sticky rice drizzled soy sauce
90wlook mentai yas mentaiko sauce milder compared donyas
91w"lunch pax got salmon mentai unagi mentai fries tasty value money would highly recommend fan mentaiko sauce mentai fries made convert"
92wmentaiko sauce overload im complaining filling point almost jerlat rice moist teriyaki sauce generous
93w"j big fan salmon mentaiko donyasingaporewe therefore keen check mentaiya nearish seng kang specializes dishvisualwise look mentaiyas mentaiko sauce milder compared donyas however fish tender donyas little dry times slightly smaller terms portions wellif prefer stronger flavours donya probably better bet like something little milder give mentaiyasingapore shot"
94w"want spice life get much tasty original spice level pack punch carry umaminessordered via grab extra charges applymentaiya japanese cuisine sengkang fernvale st stall"
95wfood consistent standard poor service attitude
96w"mentai sauce thick whelming jerlak mouthfuls doesnt help rice mushy soft sticky like good quality jap rice supposed"
97w"food ok service terrible sk woodlands outlets"
98w"rice soggy wet even dine"
99w"worth chicken could better"
100w"love chicken katsu mentai tamago always hard time deciding order cos everything good ���‹"
101wvalue money prompt service come back
102w"rare find neighbourhood kopitiam mentaiko sauce really yummy overpowering"
103w"lunch pax got salmon mentai unagi mentai fries tasty value money would highly recommend fan mentaiko sauce mentai fries made convert ���„"
104wfirst try mentaiya overall really love chicken mental definite recommend friend come try item missing there�€™s soup come along set perfect hope see changes happen visit star
105w"went newly opened mentai ya sengkang give shot try mentaiko katsu salmon disappointed rice know japanese rice known mushytexture cook much water become �€�bazhang gluttonous�€� rice rice served went back gave feedback chef greeted ignorant attitude replied �€�the rice like one�€� quantity rice way expectation order salmon fried chicken quality salmon poor fried chicken ok mentaiko sauce ok brutally honest buy sauce easily donkiconclusion hungry don�€™t expect fill stomach price paid justifiablefeedback chef please cook rice pride critical part dish rice �€�not like one�€� overall disappointed"
106w"looking forward try mentai ya sengkang ordered via grabfood food arrive relatively hot warm however disappointed mentaiko sauce jelat due high mayo content rice normal chinese rice lack overall combination japanese style chickensalmon mentai didnt blend well together overall wont try"
107w"overpriced please reduce price food taste soso would eat"
108w"overpriced secondary school canteen food worth wait hype"
109wrice hard taste like japanese ricelimited choices due respond n long q
110w"think menu slightly different compared previous tenryu dining tenryu dining good value good food sure ill rate good new mentaiya shops standard averagerate unagi definitely worth long queue go even queue"
111w"restaurant operation closed weeks ago"
112w"terrible food super priced self claimed residents price prices japanese restaurants downtown aircon ceiling leaking water dripping food table"
