w0
0wsalmon slice thick delicious
1woverall value money
2w"absolutely loved food salmon mentaiko rice alongside fries great lunch portions particularly large considering affordable price would go"
3w"hands best mentaiko place spicy salmon packs punch — making shiok meal pair cold drink however fried chicken cutlet mentaiko stole show juicy crispy went well mentaiko without feeling greasy jelak would suggest getting mentaiko fries honestly couldn’t get enough"
4w"ordered salmon chicken mentaiya absolutely delicious chicken crispy salmon fresh portion generous yes rice nice soft come back eat someday although location bit way"
5w"spicy salmon mentai side gyoza price salmon tastes fresh strong overpowering spicy mentai sauce definitely great value"
6wgreat place satisfy mentaiko cravings affordable mentaiko salmon spicy mentaiko fried chicken mentaiko mayo really good heat spicy mentaiko made better
7w"gem neighbourhood salmon thick rice well cooked mentaiko sauce tasty little spiciness willtry softshell crab next visit"
8wgreat value tasty food unagi tama mentaiko soft shell crab forgot take pic one im gonna get salmon next time im east
9w"really amazing food decent prices newly opened estate favourite salmon mentai costs generous serving salmon mentaiko sauce drizzled love mentai fries tooplease don’t find expensive hawker food find japanese food generous servings mentaiko sauce"
10w"spicy salmon mentaiko alongside mentaiko fries rly loving sweet tangy mentaiko spicy salmon right spice level salmon cutlet big portion value money"
11wreally affordable mentaiko salmon neighbourhood loved spicy mentai sauce mentai fries delicious
12w"ordered spicy mentai chicken bowl mentai salmon bowl price say definitely worth amount spent amount mentaiko sauce provided generous service great looking forward recommend place friends family"
13w"thoroughly enjoyed meal mentaiya tampines week unagi shared mentaiko fries friend highly recommended anyone loves mentaiko"
14w"affordable mentaiko salmon donburi go spicy mentaiko spicy chicken mentaiko great well"
15w"love serving mentai generous similar eateries tried spicy mentai soft shell crab spicy flexible offered non spicy version quite popular prepared wait wee bit food good things come wait"
16wordered unagi soft shell crab mentai fries come give try definitely unique food located neighbourhood setting
17w"awesome spicy mentaiko salmon finished quickly portion ample"
18w"eating chicken katsu every week since opening tampines outlet middle section chicken katsu little dry side overall dish still pretty goodconsidering pretty affordable dish tamagoens say definitely one best hawker chicken katsu eatenhave eaten yesterday guess ill see next week"
19w"im big lover mentaiko mentaiya gives super thick layer mentaiko sauce salmon chicken two things tried far fans salmon salmon mentai absolute musttry although prices may little steep chicken salmon compared conventional kopitiam fare worth every cent"
20wgreat mentaiko mayobased japanese dishes slightly pricey stall located coffeeshop also rare find quality japanese comfort food heartlands
21w"like salmon saw food ordering app ordered food like twice thrice cannot remember already really like salmon mentai especially matched mayonnaise rice well cooked preference reaches home still newly cooked warm nice 😊 definitely order futurekeep good work ❤"
22w"ordered spicy salmon mentai normal one sauce sweet nonetheless salmon well cooked delicious order drop dabao 😌"
23wordered salmon mentai tamago mentai yaki august via grab food delivery dinner portion good price reasonable tasted yummy satisfied customer
24w"really fan mentaidons yo man chicken katsudon amazeballs every mouthful mirindashisaucecoatedrice hits right spot honestly rice good enough mebtw diningin provide disposable bowls bring along container utensils would eat often switched nondisposables diningin big hint"
25wenjoyed lunch specials unique food neighbourhood environment good experience
26w"always love mentaiko dishes serve affordable price"
27wfirst time try order mentai fries spicy mentai soft shall crab unique food located neighborhoodthe staff friendly girl name susan recommended explained food definitely come back
28waffordable mentaiko place mentaiko salmon spicy mentaiko soft shell crab super generous portions valueformoney definitely drop
29w"really generous amount mentaiko gave big piece salmon well🤤🤤"
30w"personally tried it’s really nice given price ingredients give it’s really worth money highly recommendedphoto neighbor"
31wpretty greasy generous mentai spicy mentai good
32wfood good tasty affordable mentaiko japanese food mentaiko fries good spicy mentaiko spicy salty nice meal
33wgood food good service good mentaiko ordered spicy salmon mentaiko
34w"food awesomecustomer service awesomeoverall hell yeah goodordered salmon mental"
35w"food absolutely fabulous better value taste certain rather expensive worth japanese food stall simpang bedokwill eat later"
36wsuper affordable delicious mentai satisfying recommend food hunters looking good fooddefinitely comeback mentai chicken salmon
37wordered food panda fast delicious
38wfood nice pricey kopi tiam
39wordered spicy salmon mentai chicken katsu taste good great value money definitely visit
40wgood price service multiple ordering platforms love salmon
41wdelicious meal ever taken resonable price mentai suace addicted definitely order
42wprice salmon mentai reasonable service staff excellent
43w"generous portion mentaiko chicken bit jelak towards end"
44wreally nice food affordable price place clean good air ventilation
45wgreat food service offered nice food option available neighbourhood area thanks opening
46w"well worth trip side tampines food"
47wback 😋 delicious value money
48wgenerous serving salmon price affordable
49wgood price varieties dish choose
50waffordably priced huge portions amazing food
51w"ordered spicy salmon mentai cost flavourful mentaiko sauce powering plus highly recommend place live near 👍🏻"
52w"tried chicken mentai rice bowl unagi egg rice bowl pleasantly surprised succulent chicken cutlet mentai mayo sauce overly rich complemented cutlet nicelyvery happy welcome mentaiya neighbourhood"
53w"super yummy worth price"
54wgood taste reasonable portions
55w"always experience i’m give coulda quaint little stall corner coffee shop serving honest generouslyportioned tasty foodservice sincere awesome could see lady earnestly thanking wishing food delivery riders happy new year etc great positivity upbringingi’ll definitely return 💕the stall accepts container takeout 🤓 start bringing ur containers reduce waste 🌍"
56w"affordable mentaiko bowl thick chicken piece nice piece salmon rice nice fluffy typical japanese sauce neighborhood hawker japanese stall tamagoyaki pretty normal comfortable side dish ordered spicy mentaiko good level spicy definitely less spicy mcspicy wish veggies bowl balance nutrition overall good experience"
57wspicy mentaiko salmon dissapoint serving salmon quite generous spicy mentaiko sauce really good reasonably priced quantity quality
58w"really one best mentaiko tasted chicken mentaiko affordable good serving rice chicken thick big juicy like expecting nonetheless much worth trip quaint stall good news recently opened sengkang"
59w"delicious generous portions ordered via foodpanda dish cost guess comfort convenience worth especially voucher credit card discount"
60w"new stall neighbour introduced dropped trystall owners courteous friendly start star takeaway understanding food wouldn’t taste great reaching home mins away surprise wrong tori karaage still hot crispy though little hard huge pieces made worth well marinated another star addedthe gyoza die let tell guys usually would soft soggy takeaways still hot crispy though eating trust lying slightly sour dark sauce made tasty regretted buying serving aarrrhhhhbut adding another starlast salmon mentai fish thick pretty large texture little hard still acceptable requested rice think didn’t add enough sauce rice could generous guess price i’m paying i’ll mean don’t give stars last one added making little corner stallwill definitely patronage well done start"
61wvalue money really love mentaiko hence enjoyed mentaiko salmon fries generous servings mentaiko sauce given food served pretty fast convenient location definitely visit
62w"mentaiko sauce plenty flavorful portions nice adults price ok well ran youths polite helpfuledit went back pickup lunch pleasantly surprised offered free side apologise wrong order previously slight mistake admit offer something return visit speaks much youths keep"
63w"order chicken around dollars chicken portion tiny tasty alot rice mentaiko sauce comes spicy non spicy flavours got spicy one spicy price point expensive quality match japanese restaurants despite located coffee shop bad point quite far away nearest mrt bp mrt might walk take bus come back slightly ulu location alone probably worth try though"
64w"finally chance try first open pretty much sold super long que waited awhile food consider reasonable waiting time ordered chicken katsu spicy chicken mentai honestly i’m happy chicken pieces generous thick juicy tender lot chicken katsu usually thin dry mentai sauce good spicy enough overall happy food pardon forget take pic back thank keep 😃"
65w"portion worth taste wise ok"
66w"surprise find stall tuck inside hdb kopitiam senja bukit panjang love salmon mentai yummy tori karaage unagi tama great travel buy let grabfood deliveroo aware price higher delivery apps"
67w"salmon mentai flavourful mentaiko sauce decent portions rice salmon salmon size shrunk since stall opening could luckchicken mentai value money delicious well fried chicken cutlet mentaiko sauce fill stomachgyoza crispy deliciouschicken karaage crispy well fried although abit salty tastebudsi normally post food reviews online sending moral support establishment unfairly slandered competitoryou serve delicious food staff treats customers food delivery riders equal courtesy attention would know also parttime delivery rider well collected orders stall glad see business expended keep good work"
68w"visited mentaiya bp branch sept ordered unagi tama waiting time took staff hard work friendly unagi tender juicy portion rice generous enough served pipping hot make meal comforting yet try signature salmon mentai come"
69w"queued mins highly recommend mentaiko salmon well eel although portion rather small slightly expensive worth wait"
70w"ok compare waa cow japanese restaurants fairly decent still"
71w"love mentaiko definitely place insane amounts mentaiko great portions sides worth visit sure"
72w"hi im muslim unfortunately unable enjoy rate foodhowever able say record keeping impressive ability produce receipts unparalleled mention investigative prowess top notch food store"
73w"overdue review love salmon mentai bowl comes generous serving mentai downside bit far hope see jurong time later"
74w"first time trying stall chicken katsu great affordable definitely worth lady attending customers nice friendly"
75w"nice addictive dons kids like fish like salmon mentai abit pricey tho worth"
76w"cheap good japanese food mentai sauce awesome price charged"
77w"good value high quality great taste would recommend anyone looking quick easy dinner spot"
78w"delicious food great service food served promptly staff friendly well recommend try head"
79w"really yummy mentaiko sauce overpowering plus points quick friendly service"
80w"big fan mentaiko highly recommend people staying west definitely worth every cent money tastes best bring girlfriend"
81wrun nice young couple recommend salmon gyoza hungry take photos
82wtastes goodthe service goodand came pretty fast house👍it even par boba tea delivery timing
83w"ate senjas stall couple days back chicken mentaiko bowl tasted great staff extremely polite taking orders though friend thought itll great addon sides bowl extra chicken egg etc great food overall"
84w"tried two dishes big fan mentaiko salmon mentaiko really really savoury gave good quantity unagi well give try westies"
85w"ordered spicy salmon mentai even someone usually doesn’t eat mentaiko really liked rice cooked well generous sauce pleasantly surprised mentaiko fries tamago par many japanese restaurants worth trip"
