w0
0wmentaiko fries lok lok
1w"looking forward try got super shocked outrageous shaoxing braised pork bowl expected egg per picture menu got meatrice couldve gotten caifan stall w ricemeatothers going go back"
2w"ordered lok lok requested go rice technically lok lok rice bowl see pictureall items well fried goes well sauce broccoli well fried especiallyrice well cooked toosuggest something sourish offset jelatness fried itemsmaybe lemon sauce pickled radish ginger would goodvariety lok lok moreprice reasonable lok lok"
3w"value money first look bowls look small itâ€™s really packed goodness start eating portions nicei ordered unagi toji kicap manis pork belly bowl suggestion owner might want reduce sauce rice gets salty towards end"
4w"food ok im totally disappointed takeaway nonsense u charge additional ¢ sticks lok lok doggy bag regular buying loklok snack food everytime nearby usually sticks yesterday bought bcos selections wasnt u cheek charge additional ¢ doggy bag wasnt even charged past mo ths shameful business like thatup loklok price decent business charging doggy bag like leaves distaste mouth"
5w"beef bowl unagi toji bowl recently beef slices tough unagi tender either wait peak hours staff handling orders customer orders seems long"
6w"ordered mentaiko chicken bowl chicken served totally uncook inside return store took super long serve asked even reprepared bad apologetic asked refund end beef mushroom bowl well recommend"
7w"mentaiko salmon rice bowl way worth generous portion came mentaiko sauce owner also gave free onsen egg far also tried garlic pork belly rice bowl cheap portion garlic pork generous also sell lok lok stick like brocolli loklok best also sauce used totally recommend ppl tampines give try least"
8w"lok lok least edible could say way better bedok lok lok frankly speaking limited edition choose overall would grade"
9w"enthusiastic try reading online went find shop unfriendly service ordering likely due short manpower single lady back"
10w"lost life every looked hopeless till chanced upon place food gave new hope"
11w"rice bowl sicck lok lok cheap great well"
12w"came try friends love mentaiko salmon garlic pork mentaiko chicken dons itã¢â‚¬â„¢s nice find affordable dons neighbourhood area would come back try lok lok another time ã°å¸ëœå"
13w"mentaiko salmon rice bowl way worth generous portion came mentaiko sauce owner also gave free onsen egg far also tried garlic pork belly rice bowl cheap portion garlic pork generous also sell lok lok stick like brocolli loklok best also sauce used totally recommend ppl tampines give try least"
14w"ordered mentaiko chicken bowl chicken served uncook fr inside return store took super long serve asked even reprepared bad recommend"
15w"super duper yummilicious ã°å¸ëœâ€¹despite long waiting time hour worth wait ã°å¸â¥â°i definitely come back ã¢å“å’"
16w"bought mentaiko chicken bowl worth rice chicken hard salty rice sauce tasteless cost totally worth expect chicken tender hard dry disappointed never buy"
17wbestloklok keep ordering broccoli ended tabaoing home
18wcheap lok lok dollar broccoli damm nice fried super crispy mapo tofu filling also
